RXN-13195	EC-2.1.1.256
RXN-12145	EC-2.6.1.97
3.4.22.6-RXN	EC-3.4.22.6
N-ACYLNEURAMINATE-9-PHOSPHATASE-RXN	EC-3.1.3.29
1.13.11.6-RXN	EC-1.13.11.6
2.4.1.211-RXN	EC-2.4.1.211
RXN18C3-26	EC-2.3.1
RXN-8699	EC-1.3.3.8
RXN-16808	
RXN-20667	EC-3.6.1.69
RXN-14446	EC-2.4.1.300
RXN-14995	EC-3.1.4.57
6-HEXANOLIDE-HYDROLYSIS-RXN	EC-3.1.1
RXN-12682	
RXN8J2-136	EC-1.1.1.361
CHOLESTANETETRAOL-26-DEHYDROGENASE-RXN	
RXN-19603	EC-3.4.13.23
TRANS-RXN-317	
RXN-17311	EC-2.4.1.M6
RXN-9177	
GLYCEROL-1-PHOSPHATASE-RXN	EC-3.1.3.21
RXN-17856	EC-2.3.1.258	EC-2.3.1.256
RXN18C3-240	EC-1.1.1
RXN-15422	EC-2.5.1.124
RXN-16804	
VOMIFOLIOL-4-DEHYDROGENASE-RXN	EC-1.1.1.221
RXN-14443	EC-2.3.1
RXN-18306	EC-2.4.1.275
6-BETA-HYDROXYHYOSCYAMINE-EPOXIDASE-RXN	EC-1.14.20.13
R232-RXN	
RXN6666-7	EC-2.1.1.6
RXN-21188	EC-1.3.3.e
RXN-19600	EC-2.5.1.18
RXN-13151	EC-1.14.13
RXN-17308	EC-2.3.1.295
RXN-10678	EC-6.3.2
GLYCDEH-RXN	EC-1.1.1.6
RXN-9720	EC-1.17.1.3
RXN-8106	EC-1.5.98.3
RXN-4521	EC-1.14.14.85
RXN-20073	EC-1.14.13.245
RXN-15939	EC-5.4.3
RXN-12033	
RXN-13629	
MANNOSE-6-PHOSPHATE-6-REDUCTASE-RXN	EC-1.1.1.224
3.1.4.45-RXN	EC-3.1.4.45
2.3.1.177-RXN	EC-2.3.1.177
RXN0-5127	EC-2.4.1.M47
RXN-8583	EC-1.2.1.28
RXN-18767	EC-1.14.14
RXN-14874	EC-4.2.1
RXN-1641	EC-2.3.1.158
RXN-12558	EC-1.3.1.44
RXN-19192	EC-6.2.1.2
BIS5-ADENOSYL-TRIPHOSPHATASE-RXN	EC-3.6.1.29
TRANS-RXN-2	EC-7.2.2.6
RXN-11135	EC-5.6.2.d
DGDPKIN-RXN	EC-2.7.4.6
RXN-17731	EC-2.7.8.1
RXN-7594	
RXN-15319	
RXN-14077	EC-1.14.14.162
TRIOKINASE-RXN	EC-2.7.1.28
RXN-11613	EC-6.3.2
RXN-20580	EC-1.13.11.34
3.4.24.42-RXN	EC-3.4.24.42
RXN-18211	
1.14.20.1-RXN	EC-1.14.20.1
PYRIDOXINE-4-DEHYDROGENASE-RXN	EC-1.1.1.65
RXN1F-166	EC-1.14.14
RXN-9054	
RXN-8222	EC-3.1.1.80
RXN-21049	EC-3.2.1.164
RXN-16894	
RXN-1304	
RXN-14533	EC-5.4.99.59
RXN-10454	
ABEQUOSYLTRANSFERASE-RXN	EC-2.4.1.60
RXN-9574	EC-2.1.1
RXNQT-4336	EC-1.14.13.237
RXN-15789	EC-2.2.1
RXN-19691	EC-1.14.14
RXN-13508	EC-1.14.14.126
RXN-17393	EC-4.2.2.M5
3.1.1.69-RXN	EC-3.5.1.89
GUANYL-KIN-RXN	EC-2.7.4.8
RXN-18661	EC-2.7.7.99
RXN-20166	EC-1.3.3.8
RXN-16264	EC-5.3.3.19
RXN-12125	EC-2.4.1.173
RXN-3645	EC-2.1.1.46
MYO-INOSITOL-OXYGENASE-RXN	EC-1.13.99.1
RXN-19089	EC-1.14.99.59
2.4.1.190-RXN	EC-2.4.1.190
RXN-11029	EC-2.4.1.227
RXN-8679	EC-1.23.1.2
CYSTEINE-LYASE-RXN	EC-4.4.1.10
RXN-14975	EC-1.14.14.120
RXN0-302	EC-4.6.1.12
RXN-12661	EC-1.14.13.171
RXN-7141	EC-1.14.14.90
CHALCONE-ISOMERASE-RXN	EC-5.5.1.6
RXN-13964	EC-2.4.1.296
TRANS-RXN-292	
RXN-11484	EC-2.3.1.47
RXN-9161	EC-1.1.1.M47
3.4.22.29-RXN	EC-3.4.22.29
RXN-17834	
1.10.99.2-RXN	EC-1.10.5.1
RXN-15402	EC-2.1.1
RXN18C3-13	EC-2.4.1
URONATE-DEHYDROGENASE-RXN	EC-1.1.1.203
RXN-16784	EC-2.3.1
RXN-18288	EC-2.4.99.3
RXN-14428	EC-4.4.1.36
R214-RXN	EC-1.1.1
5.3.3.13-RXN	EC-5.3.3.13
RXN-21169	
RXN-19584	
RXN-13129	EC-1.14.13.84
RXN-17279	EC-2.4.1.M5
RXN-10649	EC-1.3.99.40
GLUTARYL-COA-DEHYDROG-RXN	
RXN-9691	
RXN-8078	EC-2.7.8.28
RXN-4342	EC-1.14.14.56
RXN-20053	
RXN-15921	
RXN-12015	EC-3.4.22.48
RXN-13606	EC-3.1.1
MALTODEXGLUCOSID-RXN	EC-3.2.1.20
3.1.30.2-RXN	EC-3.1.30.2
2.3.1.157-RXN	EC-2.3.1.157
RXN0-5074	EC-3.6.1.73
RXN66-586	EC-3.2.1.62
RXN-18750	EC-2.4.1.351
RXN-8564	EC-4.2.3.122
RXN-16391	EC-5.1.99.1
RXN-14857	EC-3.5.99
RXN-19176	EC-2.4.1.M35
RXN-12531	EC-3.1.1
RXN-11112	EC-3.4.17.23
BETA-GLUCURONID-RXN	EC-3.2.1.31
TRANS-RXN-169	EC-2.7.1.198
DEOXYADENOSINE-KINASE-RXN	EC-2.7.1.74	EC-2.7.1.76	EC-2.7.1.145
RXN-7570	EC-5.4.99.39
RXN-17712	EC-1.14.13
RXN-14054	EC-1.1.1.320
RXN-15303	EC-1.14.13.189
TRANS-RXN0-617	EC-7.4.2
RXN-11570	EC-3.1.6.14
3.4.24.27-RXN	EC-3.4.24.27
RXN-20564	EC-2.3.1.15
1.14.13.76-RXN	EC-1.14.14.105
RXN-18195	
RXN1F-10	EC-1.3.1.33
PTAALT-RXN	EC-2.3.1.222
RXN-8201	EC-1.11.1
RXN-9034	EC-2.5.1
RXN-16870	EC-1.8.3.M1
RXN-21031	
RXN-14511	EC-3.1.3
RXN-13017	
ABC-32-RXN	EC-7.6.2.15
RXN-10437	EC-6.3
RXNQT-4320	EC-4.4.1.13
RXN-9504	EC-6.2.1
RXN-19675	
RXN-15769	EC-2.2.1.12
RXN-17375	EC-2.1.1.M22
RXN-13491	EC-1.14.19
GSPSYN-RXN	EC-6.3.1.9	EC-6.3.1.8
3-OXOADIPATE-COA-TRANSFERASE-RXN	EC-2.8.3.6
RXN-20142	EC-4.2.1
RXN-18644	
RXN-12099	EC-5.4.99.49
RXN-16248	EC-3.2.1.40
MONOTERPENYL-PYROPHOSPHATASE-RXN	EC-3.1.7.3
RXN-3562	EC-1.3.1.45
2.4.1.156-RXN	EC-2.4.1.156
RXN-19064	EC-1.14.19.M18
RXN-8651	EC-3.3.2.11
RXN-1101	EC-1.2.1.44
RXN-14945	EC-4.2.1.152
CYCLOHEXYLAMINE-OXIDASE-RXN	EC-1.4.3.12
RXN0-2501	
RXN-12639	EC-2.3.1.75
CDPKIN-RXN	EC-2.7.4.6
RXN-7061	EC-2.1.1.M65
TRANS-RXN-273	
RXN-13948	EC-2.3.1
RXN-9144	EC-2.7.1.214
RXN-11455	EC-3.5.4.32
RXN-17803	EC-1.8.99.5
3.4.21.95-RXN	EC-3.4.21.95
RXN-15383	EC-1.14.14
1.1.3.35-RXN	EC-1.14.19.67
URACIL-DEHYDROGENASE-RXN	EC-1.17.99.4
RXN0-901	EC-1.17.1.4
RXN-20638	EC-1.14.11
RXN-16768	
RXN-18270	EC-2.4.1.62
RXN-14412	EC-1.1.99
R164-RXN	
5.1.1.11-RXN	EC-5.1.1.11
RXN-21153	
RXN-19565	EC-3.4.13.23
RXN-13111	EC-1.14.13.178
RXN-17254	EC-2.3.1.252
RXN-10631	EC-4.2.3.42
GLUTACONYL-COA-DECARBOXYLASE-RXN	
RXN-9646	EC-2.3.1
RXN-8050	
RXN-15899	
RXN-20031	EC-2.7.7.103
RXN-13585	EC-1.1.1.335
RXN-11989	EC-1.13.11.59
3.1.3.40-RXN	EC-3.1.3.40
MALATE-DEH-RXN	EC-1.1.1.37
RXN-8253	
2.3.1.130-RXN	EC-2.3.1.130
RXN-18731	
RXN66-518	EC-3.3.2
RXN-16365	EC-2.1.1
RXN-8547	EC-4.2.3.114
RXN-4310	
RXN-14838	EC-2.4.1.311
RXN-19157	
RXN-12508	
RXN-11096	EC-2.5.1
BENZALDEHYDE-DEHYDROGENASE-NAD+-RXN	EC-1.2.1.28
TRANS-RXN-141B	
DCDPC-RXN	EC-1.3.1.53
RXN-7482	
RXN-17692	
RXN-14030	EC-1.14.14
RXN-15287	EC-6.1.2.2
RXN-11552	EC-5.4.99.30
RXN-20548	EC-3.1.1.4
3.4.24.11-RXN	EC-3.4.24.11
RXN-18179	EC-2.8.2.38
1.14.13.58-RXN	EC-1.14.13.58
PROTEIN-LYSINE-6-OXIDASE-RXN	EC-1.4.3.13
RXN18C3-7	
RXN-9012	EC-2.4.1
RXN-8180	EC-1.14.14
RXN-21011	EC-1.14.13.M76
RXN-16852	EC-1.14.15.14
RXN-12988	EC-4.2.3
RXN-14491	EC-1.14.19.25
RXN-10420	
ABC-12-RXN	EC-7.4.2.1
TRANS-RXN0-573	EC-7.6.2.10
RXNQT-4191	EC-3.1.3.100
RXN-9489	EC-1.1.1.353
RXN-19659	
RXN-15750	
RXN-17351	EC-1.10.3.2
RXN-13474	EC-2.1.1
GLYOXIII-RXN	EC-4.2.1.130
3-HYDROXYBUTYRATE-DEHYDROGENASE-RXN	EC-1.1.1.30
RXN-20125	EC-1.1.1.417
RXN-18623	EC-1.14.11.20
RXN-12078	EC-1.1.1.21
RXN-16232	EC-1.11.2
METHYLITACONATE-DELTA-ISOMERASE-RXN	EC-5.3.3.6
RXN-3361	EC-1.13.12.13
2.4.1.127-RXN	EC-2.4.1.127
RXN-19048	
RXN-8630	EC-1.14.14.1
RXN-10995	
RXN-14927	EC-2.1.1.293
CREATININE-DEAMINASE-RXN	EC-3.5.4.21
RXN-12611	EC-2.5.1.3
RXN0-21	EC-3.6.3.M9
CARNOSINE-SYNTHASE-RXN	EC-6.3.2.11
RXN-6741	EC-2.1.1.146
TRANS-RXN-244	
RXN-13932	EC-2.1.1
RXN-9099	EC-1.14.99
RXN-11439	EC-4.4.1.M2
RXN-17786	EC-1.1.1.35
3.4.21.80-RXN	EC-3.4.21.80
RXN-15367	EC-1.8.1.20
1.1.1.292-RXN	EC-1.1.1.292
UDP-NACMURALGLDAPLIG-RXN	EC-6.3.2.13
RXN0-7319	EC-1.1.5.13
RXN-20622	
RXN-16746	EC-1.1.3.48
RXN-18252	EC-2.4.1.65
RXN-14393	EC-1.1.1.35	EC-1.1.1.211
R12-RXN	EC-5.3.1.27
4.99.1.7-RXN	EC-4.99.1.7
RXN-21110	EC-2.7.7
RXN-19548	
RXN-13094	EC-6.2.1
RXN-17234	EC-1.1.1.M11
RXN-10616	EC-2.4.1.17
GLUCOSE-1-DEHYDROGENASE-RXN	EC-1.1.1.47
RXN-9624	EC-3.1.2.2
RXN-8025	
RXN-15850	
RXN-20010	EC-3.1.1.109
RXN-13553	EC-1
RXN-11968	EC-1.1.1.347
3.1.26.11-RXN	EC-3.1.26.11
LYSINE--PYRUVATE-6-AMINOTRANSFERASE-RXN	EC-2.6.1.71
RXN0-4121	EC-3.9.1
2.1.3.1-RXN	EC-2.1.3.1
RXN-18712	EC-1.14.13
RXN66-498	EC-1.13.11
RXN-16320	
RXN-8530	
RXN-4231	EC-1.14.14
RXN-14821	EC-1.14.11.43
RXN-19138	EC-4.2.1.131
RXN-12450	EC-1.5.1.40
RXN-11075	EC-2.4.1
ASPULVINONE-DIMETHYLALLYLTRANSFERASE-RXN	EC-2.5.1.35
TRANS-RXN-122	
D-THREO-ALDOSE-1-DEHYDROGENASE-RXN	EC-1.1.1.122
RXN-7304	EC-3.1.3.62
RXN-17671	EC-1.2.1
RXN-14012	EC-2.4.1
RXN-15258	EC-2.4.1.243
RXN-11536	EC-1.14.14
RXN-20530	EC-3.1.1.ae
3.4.23.3-RXN	EC-3.4.23.3
RXN-18163	EC-1.14.14.43
1.14.13.10-RXN	EC-1.14.13.10
PROPANEDIOL-DEHYDRATASE-RXN	EC-4.2.1.28
RXN18C3-46	EC-2.3.1
RXN-8992	EC-2.5.1.90
RXN-16831	EC-1.14.13
RXN-20989	
RXN-12967	EC-1.14.14.84
RXN-14469	EC-2.6.1.107
6.3.2.29-RXN	EC-6.3.2.29
RXN-10134	EC-1.14.14
TRANS-RXN0-556	
RXNQT-4163	EC-2.3.3.17
RXN-19635	EC-4.2.3.196
RXN-947	EC-1.14.11
RXN-17334	
RXN-15734	EC-2.5.1.105
GLYCOLALDREDUCT-RXN	EC-1.1.1.77
RXN-13455	
RXN-8163	EC-1.4.3.3
3-ACI-NITROPROPANOATE-OXIDASE-RXN	EC-1.7.3.5
RXN-20106	
RXN-18599	
RXN-12058	EC-3.1.4.37
RXN-16208	EC-1.8.1
METHIONINE-RACEMASE-RXN	EC-5.1.1.2
RXN-3164	EC-3.1.1
2.3.1.99-RXN	EC-2.3.1.99
RXN-19030	EC-1.13.11.87
RXN-8609	EC-4.2.3.86
RXN-10976	EC-3.6.1.52
RXN-14907	EC-2.6.1.77
COBINAMIDEKIN-RXN	EC-2.7.1.156
RXN-12590	
RXN0-1842	EC-2.3.1.251
CARBOXYLATE-REDUCTASE-RXN	EC-1.2.99.6
RXN-666	EC-1.13.11.M5
TRANS-RXN-23	
RXN-13915	EC-2.1.1
RXN-17768	EC-1.1.1.402
RXN-11424	
RXN-15351	EC-2.4.1
3.4.21.65-RXN	EC-3.4.21.65
TYROSINE-AMINOTRANSFERASE-RXN	EC-2.6.1.1	EC-2.6.1.57	EC-2.6.1.5	EC-2.6.1.27
1.1.1.265-RXN	EC-1.1.1.265
RXN-20605	
RXN0-7248	EC-6.2.1.3
RXN-18237	EC-2.4.1.308
RXN-16728	EC-2.7.1.190
QUERCITRINASE-RXN	EC-3.2.1.40	EC-3.2.1.66
RXN-14367	EC-1.1.1
RXN-21086	EC-1.14.13.M78
4.3.1.15-RXN	EC-4.3.1.15
RXN-13074	EC-5.4.99.58
RXN-19529	EC-2.1.1.349
RXN-10601	EC-4.2.3
RXN-17205	EC-2.7.1.M2
RXN-9606	EC-1.14.15
GLUC1PADENYLTRANS-RXN	EC-2.7.7.27
RXN-15820	EC-1.13.11
RXN-8009	EC-1.14.14
RXN-13532	EC-2.1.1
RXN-19992	
3.1.2.23-RXN	EC-3.1.2.23
RXN-11930	
RXN0-3601	EC-2.8.3.21
LIPIDXSYNTHESIS-RXN	EC-3.6.1.54
RXN-18691	EC-2.8.1
2.1.1.70-RXN	EC-2.1.1.70
RXN-16297	EC-2.6.1
RXN66-480	EC-6.2.1.3
RXN-4144	EC-1.3.1.70
RXN-8514	EC-4.2.3.44
RXN-19118	EC-1.14.19.M18
RXN-14806	
RXN-11059	EC-2.8.2.1
RXN-12427	EC-3.2.1.159
D-GLUTAMATE-CYCLASE-RXN	EC-4.2.1.48
ASNSYNA-RXN	EC-6.3.1.1
TRANS-RXN-108C	
RXN-7243	
RXN-17652	EC-1.8.5.M7
RXN-13988	EC-2.3.1
RXN-11519	
RXN-15241	EC-1.3.99.36
3.4.23.15-RXN	EC-3.4.23.15
RXN-20514	EC-3.1.3.4
1.14.11.10-RXN	EC-1.14.11.10
RXN-18144	
RXN18C3-30	EC-2.3.1
PRENYL-PYROPHOSPHATASE-RXN	EC-3.1.7.1
RXN-16814	
RXN-8969	
RXN-14452	
RXN-20968	EC-2.4.1.M56
6-OXOHEXANOATE-OXIDATION-RXN	EC-1.2.1.63
RXN-12948	
RXN8J2-148	
RXN-10116	EC-1.21.99.M3
TRANS-RXN0-534	
RXN-19610	EC-2.5.1.18
RXN-17317	EC-2.3.1.284
RXN-9451	
GLYCEROL-DEHYDROGENASE-ACCEPTOR-RXN	EC-1.1.99.22
RXN-15714	EC-6.2.1
RXN-8137	EC-4.99.1.M5
RXN-13435	EC-3.1.2.2
RXN-20086	EC-1.8.1.21
2.8.3.9-RXN	EC-2.8.3.9
RXN-12041	EC-2.4.1.266
RXN-18575	EC-4.1.1.114
MEPROPCOA-FAD-RXN	EC-1.3.8.5
RXN-16190	EC-3.4.11.7
2.3.1.62-RXN	EC-2.3.1.62
RXN-2901	EC-2.6.1.ak
RXN-8591	EC-4.2.3
RXN-19011	EC-2.4.1.65
RXN-14883	
RXN-10959	EC-3.1.3.66
RXN-12567	EC-4.2.1.17
CINNAMYL-ALCOHOL-DEHYDROGENASE-RXN	EC-1.1.1.195
BTUR2-RXN	EC-2.5.1.17
RXN0-1461	EC-1.3.3.3
TRANS-RXN-206	
RXN-6546	EC-1.14.11
RXN-17740	EC-3.1.4.39
RXN-13899	EC-2.4.1
RXN-15328	EC-2.4.2
RXN-11409	
RXN-8588	EC-4.2.3.92
3.4.21.47-RXN	EC-3.4.21.43	EC-3.4.21.47
RXN-14880	EC-1.5.1
1.1.1.230-RXN	EC-1.1.1.230
RXN-12563	EC-2.3.1.135
RXN0-7165	EC-2.3.1.57
BRANCHED-CHAINAMINOTRANSFERLEU-RXN	EC-2.6.1.6	EC-2.6.1.42
RXN-16704	EC-1.3.99.37
TRANS-RXN-203	
RXN-14346	EC-2.1.1
RXN-17737	EC-3.1.4.3
4.2.2.7-RXN	EC-4.2.2.7
RXN-15324	EC-4.1.99
RXN-19512	EC-6.3.2
TROPINONE-REDUCTASE-RXN	EC-1.1.1.236
RXN-17182	EC-1.14.14
RXN-20585	
GDPKIN-RXN	EC-2.7.4.6
RXN-18216	EC-3.2.1.147
RXN-7980	EC-1.14.14.29
PYRIMSYN3-RXN	EC-2.7.4.7
RXN-19974	
RXN-9060	
RXN-11911	EC-1.14.14.59
RXN-21054	EC-1.14.14
LIMONIN-D-RING-LACTONASE-RXN	EC-3.1.1.36
RXN-13045	
2.1.1.151-RXN	EC-2.1.1.151
RXN-10460	EC-1.5.3.13
RXN66-362	EC-5.3.3.1
RXN-9580	EC-3.1.4.M4
RXN-8498	EC-4.2.1.121
RXN-15794	EC-3.1.3
RXN-14790	EC-1.3.1.as
RXN-12411	EC-1.3.99.26
RXN-13513	EC-2.4.1
3.1.1.75-RXN	EC-3.1.1.75
ARYL-ALCOHOL-OXIDASE-RXN	EC-1.1.3.7
RXN-18667	EC-2.3.1.84
TRANS-HEXAPRENYLTRANSTRANSFERASE-RXN	EC-2.5.1.30
RXN-16270	EC-1.13.12.22
RXN-17634	EC-3.5.1.124
RXN-3761	EC-1.14.14.88
RXN-15225	EC-1.1.1
RXN-19094	
RXN-20483	EC-1.1.1.24
RXN-11034	EC-1.1.1
RXN-18125	EC-2.1.1
CYTIDEAM2-RXN	EC-3.5.4.5
PINOSYLVIN-SYNTHASE-RXN	EC-2.3.1.146
RXN0-310	EC-4.1.1.M5
RXN-8952	
RXN-7162	EC-2.7.1.151
RXN-20944	
RXN-13969	EC-2.4.1.300
RXN-12925	EC-1.14.13.154
RXN-11489	
RXN-10099	EC-5.5.1.7
TRANS-RXN0-515	
3.4.22.33-RXN	EC-3.4.22.33
1.13.11.10-RXN	EC-1.13.11.10
RXN-9437	EC-2.4.1
RXN18C3-18	EC-3.2.1
RXN-15694	EC-2.3.1.238
RXN-16792	EC-1.14.12.23
RXN-13414	
RXN-14432	EC-2.4.1.299
2.8.1.6-RXN	EC-2.8.1.6
5.4.4.1-RXN	EC-5.4.4.1
RXN-18558	EC-4.1.1.114
RXN66-607	
RXN-16168	EC-5.1.3
RXN-19589	EC-3.4.13.23
RXN-2561	EC-5.5.1.24
RXN-17283	EC-2.1.1.M16
RXN-18994	
GLUTATHIONE-SYN-RXN	EC-6.3.2.3
RXN-10940	EC-3.1.3.62
RXN-8084	EC-1.14.14.134
RXN-9998	EC-4.2.1.115
RXN-20061	EC-5.1.3.43
RXN-643	EC-1.3.1.65
RXN-12021	EC-1.10.3.16
RXN-13882	EC-1.3.1
MANDELATE-4-MONOOXYGENASE-RXN	EC-1.14.16.6
RXN-11392	
2.3.1.162-RXN	EC-2.3.1.162
3.4.21.22-RXN	EC-3.4.21.22
RXN-8572	EC-4.2.3.80
1.1.1.188-RXN	EC-1.1.1.188
RXN-14862	EC-4.1.1
RXN0-7090	EC-1.14.11.47
RXN-12536	
RXN-16676	
RXN-14321	
BETA-PHOSPHOGLUCOMUTASE-RXN	EC-5.4.2.6
TRANS-RXN-181A	
4.2.1.98-RXN	EC-4.2.1.98
RXN-17719	EC-1.3.1.112
RXN-19432	
RXN-15308	EC-1.14.13
RXN-17160	EC-2.7.7
TRANSALDOL-RXN	EC-2.2.1.2
GALLATE-1-BETA-GLUCOSYLTRANSFERASE-RXN	EC-2.4.1.136
RXN-20569	
RXN-7953	EC-2.8.2.33
RXN-19954	
RXN-18200	
PUTRESCINE-N-METHYLTRANSFERASE-RXN	EC-2.1.1.53
RXN-11892	EC-3.2.1.169
RXN-904	EC-2.3.1.M17
LACTOSE6P-HYDROXY-RXN	EC-3.2.1.85
RXN-21038	EC-2.3.1.dq
2.1.1.128-RXN	EC-2.1.1.128
RXN-13022	
RXN66-345	
RXN-10443	EC-1.14.12.13
RXN-8481	EC-2.4.1
RXN-9545	EC-4.2.1.119
RXN-14774	EC-2.3.1.16
RXN-15774	EC-2.2.1.12
RXN-12394	
RXN-13497	
ARALKYLAMINE-N-ACETYLTRANSFERASE-RXN	EC-2.3.1.87
3-PROPYLMALATE-SYNTHASE-RXN	EC-2.3.3.12
THYMIDYLATE-5-PHOSPHATASE-RXN	EC-3.1.3.35	EC-3.1.3.89
RXN-18650	EC-1.3.1.M14
RXN-17615	EC-3.7.1
RXN-16253	EC-2.3.1
RXN-15203	EC-2.4.1.320
RXN-3588	
RXN-20439	EC-1.3.1.70
RXN-19072	EC-1.14.19.57
RXN-18106	
RXN-11014	
PHOSPHOENOLPYRUVATE-MUTASE-RXN	EC-5.4.2.9
CYDTER-RXN	EC-1.2.1
RXN-8935	
RXN-20926	
RXN0-275	EC-3.5.2
RXN-7066	EC-2.4.1
RXN-12906	
RXN-13953	EC-2.3.1
RXN-10082	EC-5.3.3.4
TRANS-RXN0-498	
RXN-11461	EC-4.2.2.9
3.4.22.1-RXN	EC-3.4.22.1
RXN-9422	
1.1.3.40-RXN	EC-1.1.3.40
RXN-15663	EC-3.1.3
RXN0-986	EC-1.14.11.33
RXN-13393	
RXN-16773	EC-1.6.3.5
2.7.8.10-RXN	EC-2.7.8.10
RXN-14418	EC-2.5.1.106
RXN-18528	EC-1.8.98.4
5.1.2.3-RXN	EC-5.1.2.3
RXN-16151	EC-2.3.1.23
RXN-19571	EC-3.4.17.b
RXN-2401	EC-1.14.13.208
RXN-17260	EC-2.3.1.282
RXN-18977	EC-5.5.1.29
GLUTAMATE-N-ACETYLTRANSFERASE-RXN	EC-2.3.1.35
RXN-10917	EC-1.2.1.3
RXN-8055	
RXN-9978	EC-1.14.16.2
RXN-20041	EC-1.14.14.M40
RXN-6269	
RXN-12000	EC-1.2.1
RXN-13865	EC-4.1.2.56
MALEYLACETATE-REDUCTASE-RXN	EC-1.3.1.32
RXN-11374	
2.3.1.138-RXN	EC-2.3.1.138
3.4.18.1-RXN	EC-3.4.18.1
RXN66-546	EC-1.5.1.2
1.1.1.134-RXN	EC-1.1.1.134
RXN-8553	EC-4.2.3.71
RXN0-704	
RXN-14845	EC-2.6.1.103
RXN-16656	EC-1.2.1.3
RXN-12514	EC-2.5.1.104
RXN-14292	EC-1.14.15.M57
BENZOATE-4-MONOOXYGENASE-RXN	EC-1.14.14.92
4.1.2.41-RXN	
RXN-19415	
TRANS-RXN-153A	EC-2.7.1.199
RXN-17697	EC-2.4.1.M12
RXN-17137	
RXN-15292	
GALACTODEHYDROG-RXN	EC-1.1.1.48
RXN-20553	EC-3.1.4.54
RXN-7911	EC-1.3.1.as
RXN-18184	
RXN-19933	EC-4.6.1.18
PROTOPORGENOXI-RXN	EC-1.3.3.4
RXN-11852	EC-2.3.1.195
RXN-9018	EC-2.1.1
2.1.1.103-RXN	EC-2.1.1.103
RXN-21019	
RXN66-316	
RXN-12996	EC-4.2.3
RXN-8458	EC-2.3.1.212
RXN-10425	EC-1.13.11.8
RXN-14754	EC-1.14.14
TRANS-RXN0-578	
RXN-12357	EC-3.1.4.56
RXN-9494	EC-4.2.1.143
ANTHRANILATE-N-MALONYLTRANSFERASE-RXN	EC-2.3.1.113
RXN-15757	EC-5.4.99
THIOL-SULFOTRANSFERASE-RXN	EC-2.8.2.16
RXN-13479	
RXN-17599	EC-1.1.1.398
RXN-15181	EC-2.7.1.196
3-HYDROXYPROPIONATE-DEHYDROGENASE-RXN	EC-1.1.1.59
RXN-1863	EC-3.2.1
L-XYLULOSE-REDUCTASE-RXN	EC-1.1.1.10
RXN-16237	EC-1.14.19.75
RXN-20422	
RXN-3462	
RXN-18088	
RXN-19053	EC-1.14.14.75
PHOSGLYPHOS-RXN	EC-2.7.2.3
RXN-11	EC-2.3.1.216
RXN-8909	EC-4.4.1.4
CYANAMIDE-HYDRATASE-RXN	EC-4.2.1.69
RXN-20906	
RXN0-2201	
RXN-12886	EC-1.14.99.46
TRANS-RXN0-474	
RXN-683	EC-2.3.1.M54
RXN-13937	EC-2.1.1
RXN-9407	EC-1.14.13.107
RXN-11443	EC-4.4.1.M2
RXN-15645	EC-2.6.1
3.4.21.85-RXN	EC-3.4.21.85
RXN-13374	EC-1.13.11.63
1.1.1.52-RXN	EC-1.1.1.52
2.7.7.30-RXN	EC-2.7.7.30
RXN0-7344	EC-2.4.1
RXN-18510	EC-2.7.1.26
RXN-16751	EC-2.1.1.106
RXN-16135	EC-4.2.1.17
RXN-14399	EC-1.3.7.11
RXN-10058	EC-3.5.4.26
5-ALPHA-HYDROXYSTEROID-DEHYDRATASE-RXN	EC-4.2.1.62
RXN-2189	
RXN-19554	EC-4.4.1.13
RXN-18961	
RXN-17241	EC-2.1.1.M12
RXN-10901	
GLUCOSE-DEHYDROGENASE-ACCEPTOR-RXN	EC-1.1.5.9
RXN-9940	EC-1.5.3.13
RXN-8030	EC-1.14.99
RXN-6142	
RXN-2002	EC-4.2.1
RXN-13844	EC-1.14.11
RXN-11973	EC-2.5.1.92
RXN-11356	
LYSINE-DEHYDROGENASE-RXN	EC-1.4.1.15
3.4.15.5-RXN	EC-3.4.15.5
2.3.1.101-RXN	EC-2.3.1.101
RXN0-6998	EC-2.1.1.266
RXN66-503	EC-1.13.11.34
RXN-16638	EC-6.3.2
RXN-8535	EC-1.14.13
RXN-14275	EC-1.1.1.M19
RXN-14826	EC-2.1.1.292
4.1.1.76-RXN	EC-4.1.1.76
RXN-12486	EC-2.7.7.78
RXN-19399	EC-2.4.1.312
ATPASE-RXN	EC-3.6.1.15
RXN-17113	EC-1.3.3.6
TRANS-RXN-126A	
FTRMBARK-RXN	EC-2.3.1.101
RXN-17676	EC-1.1.1.234
RXN-7868	EC-1.21.99
RXN-15264	EC-2.5.1.120
RXN-19914	EC-1.2.1.101
RXN-20537	EC-3.1.1.ad
RXN-11827	EC-1.1.1.15
RXN-18168	
2-METHYLCITRATE-DEHYDRATASE-RXN	EC-4.2.1.79
PROPIONATE--COA-LIGASE-RXN	EC-6.2.1.17
RXN66-241	EC-2.1.1.28
RXN-9001	EC-2.4.1
RXN-8439	
RXN-20995	EC-1.3.1.34
RXN-14734	EC-3.1.3
RXN-12977	EC-2.4.1.281
RXN-12337	EC-4.2.1.123
RXN-10139	EC-2.6.1.99
AMINOLEVULINATE-AMINOTRANSFERASE-RXN	EC-2.6.1.43
TRANS-RXN0-561	
